Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
27-Nov-21,VOC,weighted,1,BA.4.6,NA,0
4-Dec-21,VOC,weighted,1,BA.4.6,NA,0
11-Dec-21,VOC,weighted,1,BA.4.6,NA,0
18-Dec-21,VOC,weighted,1,BA.4.6,NA,0
25-Dec-21,VOC,weighted,1,BA.4.6,NA,0
1-Jan-22,VOC,weighted,1,BA.4.6,NA,0
8-Jan-22,VOC,weighted,1,BA.4.6,NA,0
15-Jan-22,VOC,weighted,1,BA.4.6,NA,0
22-Jan-22,VOC,weighted,1,BA.4.6,NA,0
29-Jan-22,VOC,weighted,1,BA.4.6,NA,0
5-Feb-22,VOC,weighted,1,BA.4.6,NA,0
12-Feb-22,VOC,weighted,1,BA.4.6,NA,0
